"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 02 12:47:51 GMT 2023","Tue May 02 12:47:51 GMT 2023","258","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickCloseTermsAndConditionsButtonTest","Close 'Terms and conditions'","Close 'Terms and conditions'"
"broken","Tue May 02 12:47:50 GMT 2023","Tue May 02 12:47:50 GMT 2023","210","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickAcceptTermsAndConditionsButtonTest","Accept 'Terms and conditions'","Accept 'Terms and conditions'"
"broken","Tue May 02 12:47:48 GMT 2023","Tue May 02 12:47:48 GMT 2023","206","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerNewUserTest","Correct credentials registration","Using correct credentials - validating new user registration is possible"
"broken","Tue May 02 12:47:50 GMT 2023","Tue May 02 12:47:50 GMT 2023","206","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"broken","Tue May 02 12:47:47 GMT 2023","Tue May 02 12:47:47 GMT 2023","211","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","emptyCredentialLoginTest","'Empty' credentials login","Empty credentials login - validating user login is not possible when no login data is provided"
"broken","Tue May 02 12:47:48 GMT 2023","Tue May 02 12:47:48 GMT 2023","204","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","switchToRegisterTabTest","Switch to 'Register' tab","Register tab - validating switching tab when 'Register' tab is clicked"
"broken","Tue May 02 12:47:49 GMT 2023","Tue May 02 12:47:49 GMT 2023","211","","pages.ProfilePageTest","","pages.ProfilePageTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"broken","Tue May 02 12:47:51 GMT 2023","Tue May 02 12:47:51 GMT 2023","205","","pages.LandingPageTest","","pages.LandingPageTest","clickAboutButtonTest","Click About button","The test verifies that on LandingPage the 'About' button is visible, and clicking on it navigates to the correct page."
"broken","Tue May 02 12:47:52 GMT 2023","Tue May 02 12:47:52 GMT 2023","205","","pages.LandingPageTest","","pages.LandingPageTest","clickGetInTouchButtonTest","Click Get in touch button","The test verifies that on LandingPage the 'Get in touch' button is visible, and clicking on it navigates to the correct page."
"broken","Tue May 02 12:47:47 GMT 2023","Tue May 02 12:47:48 GMT 2023","205","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","loginWindowTest","'Login' window check","Login window - validates after handling the 'Terms and conditions' window, the 'Login' window is visible by default"
